parcelNo,vesselPositionStatus,expectedArrivalDateAtLoadPort,arrivedDateAtLoadPort,expectedArrivalDateAtDischargePort,arrivedDateAtDischargePort,blDate,blQuantity,customerGroup,vendor,parcelType,vesselName,loadPortName,dischargePortName,vesselNo,vesselType,supplierDemurrageRate,cOO,mineName,productName,supplierGroup,originWiseGrade,mineWiseGrade,grade,monthName
P13672425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,20000,Stock and Sales,AEL,Parcel D,MV BULK ARA,RBCT,Mundra,001-24-25,Cape,39000,SA,SA Anglo,SA 4500 Min,Miner / Refiner,SA 4500,AN 4500,ANGLO 4500,Apr-24
P22452425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,81060,APL,APL,Parcel B,MV OJAS,Taboneo Anchorage,Mundra,409-24-25,Cape,32500,Indonesia,Adaro,INDO 4700 GAR,Trader,INDO 4700,AD 4700,ADARO 4700,Nov-24
P20252425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,28000,SEB,NTPC,Parcel A,MV APJ KAIS,Bengkulu Anch.,Dhamra,271-23-24,Supramax,14000,Indonesia,PT. Cereno Energi Selaras (CES),INDO 4800 GAR,Trader,INDO 4800,CE 4800,CES 4800,Sep-23
P19762425,Completed At DP,00:00.0,00:00.0,,,00:00.0,70000,TC - Direct Customer,XFR,Parcel A,MV XIN TAI YUAN,Bunyu Anchorage,China,294-24-25,Panamax,,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,Sep-24
P2912223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,75170,SEB,NTPC,Parcel B,MV GOLDEN HOUSTON,Tj Kampeh,Gangavaram,033-22-23,Cape,20000,Indonesia,PT BA,INDO 4800 GAR,Trader,INDO 4800,BA 4800,BA 4800,Apr-22
P23792425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,SEB,NTPC,Parcel A,MV CAPE XL,TBCT,Mundra,476-22-23,Cape,,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Mar-23
P11762324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,67110,Stock and Sales,AEL,Parcel A,MV JOHNNY CASH,Kaliorang Anch,Karaikal,360-23-24,Panamax,16750,Indonesia,Indexim,INDO 4200 GAR,Trader,INDO 4200,IN 4200,INDEXIM 4200,Nov-23
P17312425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel A,MV GOLDEN BEIJING,RBCT,Gangavaram,065-23-24,Cape,19500,SA,SA  Seriti (S32),SA 4500 Min,Trader,SA 4500,S3 4500,S32 4500,May-23
P20172425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,165000,APL,APL,Parcel A,MV CAPE SUNRISE,TBCT,Mundra,263-23-24,Cape,18000,Indonesia,Melawan Mine,INDO 4200 GAR,Miner / Refiner,INDO 4200,KP 4200,KPC 4200,Sep-23
P22302425,Completed At DP,,,00:00.0,00:00.0,00:00.0,47405,Stock and Sales,AEL,Parcel A,MV EQUINOX STAR,Taboneo Anchorage,Any Port India,469-23-24,Supramax,,Indonesia,PT. Gemuruh Karsa,INDO 4500 GAR,Miner / Refiner,INDO 4500,GE 4500,GEMURUH 4500,Jan-24
P11842324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,72344,APL,UDUPI POWER,Parcel A,MV G. B. CORRADO,Satui Anch. or NPLCT at seller's Option,New Mangalore,390-23-24,Panamax,17750,Indonesia,Arutmin,INDO 5300 GAR,Trader,INDO 5300,AR 5300,ARUTMIN 5300,Nov-23
P0282122,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,168700,Stock and Sales,AEL,Parcel A,MV AANYA,Abbot Point,Krishnapatnam,191-21-22,Cape,51000,AUS,AUS Glencore,Aus 5200 NAR,Miner / Refiner,AUS 5200,GI 5200,GIAG 5200,Sep-21
P4432223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,68400,Stock and Sales,AEL,Parcel A,MV HORIZON DIAMOND,Muara Berau Anchorage,Hazira,199-22-23,Panamax,30500,Indonesia,BSSR,INDO 4100 GAR,Miner / Refiner,INDO 4100,BS 4100,BSSR 4100,Jul-22
P11582324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,Stock and Sales,AEL,Parcel A,MV CAPE GALAXY,RBCT,Gangavaram,182-23-24,Cape,18000,SA,SA Glencore,SA 4600 Min,Miner / Refiner,SA 4600,GI 4600,GIAG 4600,Aug-23
P2342223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,162762,APL,APL,Parcel A,MV AQUAFORTUNE,Bunati Anchorage,Mundra,384-21-22,Cape,28000,Indonesia,BIB,INDO 4200 GAR,Miner / Refiner,INDO 4200,BI 4200,BIB 4200,22-Mar
P25642425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,58850,TC - Direct Customer,GUANGDONG FUEL,Parcel A,MV NAN XIN 3,Bunyu Anchorage,China,569-24-25,Panamax,,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,Feb-25
P22312425,Completed At DP,,,00:00.0,00:00.0,00:00.0,56091,Stock and Sales,AEL,Parcel A,MV MARTIN,Meulaboh,Krishnapatnam,463-23-24,Supramax,,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Jan-24
P1622122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,55810,Stock and Sales,AEL,Parcel A,MV PRABHU GOPAL,Peunaga Anch,Tuticorin,250-21-22,Supramax,32000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Nov-21
P14692425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,76010,Stock and Sales,AEL,Parcel A,MV LMZ ATLAS,Muara Berau / Muara Jawa,Hazira,073-24-25,Panamax,18000,Indonesia,LHI,INDO 3800 GAR.,Miner / Refiner,INDO 3800,LH 3800,LHI 3800,May-24
P21792425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,78150,Stock and Sales,AEL,Parcel A,MV GLORIOUS SKY,Taboneo Anchorage,Tuna,378-24-25,Panamax,17593,Indonesia,Adaro,INDO 4100 GAR,Miner / Refiner,INDO 4100,AD 4100,ADARO 4100,Oct-24
P0872122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60000,Stock and Sales,AEL,Parcel A,MV PONTOTRITON,Tj Pemachingam,Mundra,320-21-22,Cape,15000,Indonesia,Jhonlin,INDO 3800 GAR,Miner / Refiner,INDO 3800,JH 3800,JHONLIN 3800,Feb-22
P11392324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,165000,SEB,NTPC,Parcel A,MV GENCO CONSTANTINE,TBCT,Mundra,303-23-24,Cape,20500,Indonesia,Melawan Mine,INDO 4700 GAR,Trader,INDO 4700,KP 4700,KPC 4700,Oct-23
P24312425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,79030,APL,APL,Parcel B,MV JSW SALEM,TBCT,Mundra,457-24-25,Cape,,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Dec-24
P26022425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,36725,Stock and Sales,AEL,Parcel D,MV FRONTIER GARLAND,Muara Berau Anchorage,Hazira,581-24-25,Cape,11695,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,Feb-25
P27222526,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,SEB,MAHA GENCO,Parcel A,MV FIRST DELPHINUS,TBCT,Krishnapatnam,041-25-26,Cape,23000,Indonesia,Melawan Mine,INDO 4500 GAR,Miner / Refiner,INDO 4500,KP 4500,KPC 4500,Apr-25
P27392526,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,47606,Stock and Sales,AEL,Parcel B,MV LILA NORFOLK,Muara Berau / Muara Jawa,Dahej,576-24-25,Cape,,Indonesia,BSSR,INDO 4100 GAR,Miner / Refiner,INDO 4100,BS 4100,BSSR 4100,Mar-25
P20412425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,72017,Stock and Sales,AEL,Parcel A,MV ANAIS,Kaliorang Anch,Dahej,332-24-25,Panamax,17500,Indonesia,Indexim,INDO 4200 GAR,Trader,INDO 4200,IN 4200,INDEXIM 4200,Sep-24
P14102425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82075,Stock and Sales,AEL,Parcel B,MV ANABELA,Abbot Point,Mundra,443-23-24,Cape,37650,AUS - CM,BRAVUS - Carmichael,3000 - 5500 GAR,Miner / Refiner,AUS 5500,CM 5500,BRAVUS-CARMICHAEL 5500,Jan-24
P10892324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,72842,APL,APL,Parcel A,MV THOR,Bunati Anchorage,Dahej,240-23-24,Panamax,15700,Indonesia,BIB,INDO 4200 GAR,Miner / Refiner,INDO 4200,BI 4200,BIB 4200,Sep-23
P17272425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,57500,Stock and Sales,AEL,Parcel A,MV ALICE OLDENDORFF,Tj Pemachingam,Krishnapatnam,057-23-24,Cape,18000,Indonesia,Jhonlin,INDO 3800 GAR,Miner / Refiner,INDO 3800,JH 3800,JHONLIN 3800,Apr-23
P24492425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,58070,Stock and Sales,AEL,Parcel A,MV AGONISTIS,Muara Pantai,Krishnapatnam,460-24-25,Supramax,,Indonesia,ATM,INDO 3800 GAR,Thru Broker,INDO 3800,AT 3800,ATM 3800,Dec-24
P27242526,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,35000,Stock and Sales,AEL,Parcel A,MV STAR SCARLETT,Muara Berau / Muara Jawa,Navlakhi,014-25-26,Cape,20000,Indonesia,LHI,INDO 3800 GAR.,Miner / Refiner,INDO 3800,LH 3800,LHI 3800,Apr-25
P4122223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,65000,APL,APL,Parcel C,MV SEACON AFRICA,TBCT,Mundra,098-22-23,Cape,32000,Indonesia,Melawan Mine,INDO 4500 GAR,Miner / Refiner,INDO 4500,KP 4500,KPC 4500,May-22
P20682425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60000,Stock and Sales,AEL,Parcel A,MV PSU CMP,Abbot Point,Mundra,336-23-24,Cape,27165,AUS - CM,BRAVUS - Carmichael,3000 - 5500 GAR,Miner / Refiner,AUS 5500,CM 5500,BRAVUS-CARMICHAEL 5500,Oct-23
P21642425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,78550,APL,APL,Parcel B,MV NEW ASSIMINA,BCT and BOA or BOA and MBA,Mundra,339-24-25,Cape,29000,Indonesia,Bayan,INDO 4000 GAR,Miner / Refiner,INDO 4000,TA 4000,TA 4000,Oct-24
P17812425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,Stock and Sales,AEL,Parcel B,MV CAPE CELTIC,Muara Berau Anchorage,Mundra + Dahej,191-23-24,Cape,14541,Indonesia,LHI,INDO 3800 GAR,Miner / Refiner,INDO 3800,LH 3800,LHI 3800,Aug-23
P20262425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,27560,SEB,NTPC,Parcel B,MV APJ KAIS,Bengkulu Anch.,Haldia,271-23-24,Supramax,14000,Indonesia,PT. Cereno Energi Selaras (CES),INDO 4800 GAR,Trader,INDO 4800,CE 4800,CES 4800,Sep-23
P25982425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60500,Stock and Sales,AEL,Parcel A,MV BAHRI GHADAH,Area STS Tersus- PT Sumber Daya Energi Anchorage,Muldwarka,580-24-25,Supramax,,Indonesia,SDE (PT Sumber Daya Energi),INDO 4250 GAR,Miner / Refiner,INDO 4250,SD 4250,SDE 4250,Feb-25
P19302425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,49891,Stock and Sales,ACC,Parcel A,MV MANDARIN PHOENIX,Any port of USA or Mexican at Seller's Option,Any Port India,257-24-25,Supramax,,USA or Mexican,AS per Remarks,USA or Mexican P.C.,Trader,USA ,,,Sep-24
P17932425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,55670,Stock and Sales,AEL,Parcel A,MV AP SLANO,Muara Berau / Muara Jawa,Navlakhi,144-23-24,Supramax,13000,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,Jul-23
P21612425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel A,MV BERGE ROSA,Tarahan Port / Tj. Kampeh anch at seller's option,Mundra,340-24-25,Cape,29500,Indonesia,PT BA,INDO 4800 GAR,Miner / Refiner,INDO 4800,BA 4800,BA 4800,Sep-24
P22692425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,57000,Stock and Sales,AEL,Parcel A,MV KIRAN TURKIYE,Muara Berau Anchorage,Krishnapatnam,093-22-23,Cape,36500,Indonesia,BSSR,INDO 4100 GAR,Miner / Refiner,INDO 4100,BS 4100,BSSR 4100,May-22
P15162425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,74829,SEB,NTPC,Parcel A,MV IOLCOS GENESIS,Taboneo Anchorage,Gangavaram,169-24-25,Panamax,21500,Indonesia,Padangbara,INDO 5000 GAR,Miner / Refiner,INDO 5000,PS 5000,PSM 5000,Jul-24
P21802425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,75448,Stock and Sales,AEL,Parcel A,MV TRUSTN TRADER,Taboneo Anchorage,Dahej,381-24-25,Panamax,17500,Indonesia,BMB,INDO 4200 GAR,Miner / Refiner,INDO 4200,BM 4200,BMB 4200,Oct-24
P19322425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,76915,SEB,NTPC,Parcel B,MV LILA HANGZHOU,Muara Pantai,Mundra,275-24-25,Cape,22000,Indonesia,Berau,INDO 5000 GAR,Trader,INDO 5000,BE 5000,BERAU 5000,Sep-24
P11402324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,56300,Stock and Sales,AEL,Parcel A,MV EPIC TRADER,Muara Berau / Muara Jawa,Hazira,308-23-24,Supramax,17589,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,Sep-23
P20522425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,35000,Stock and Sales,AEL,Parcel D,MV LEO HONOR,Muara Sangkulirang,Hazira,287-24-25,Cape,23159,Indonesia,GAM,INDO 3400 GAR,Miner / Refiner,INDO 3400,GA 3400,GAM 3400,Sep-24
P7332223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,90000,Stock and Sales,AEL,Parcel B,MV AASHNA,Bunati Anchorage,Dahej,300-22-23,Cape,20000,Indonesia,BIB,INDO 4200 GAR,Miner / Refiner,INDO 4200,BI 4200,BIB 4200,Oct-22
P1372122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,78390,Stock and Sales,AEL,Parcel A,MV MG EXPLORER,Muara Sangkulirang,Hazira,297-21-22,Panamax,23500,Indonesia,GAM,INDO 3300 GAR,Miner / Refiner,INDO 3300,GA 3300,GAM 3300,Jan-22
P24862425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,73769,APL,UDUPI POWER,Parcel A,MV ASL PLANET,Muara Pantai,New Mangalore,518-24-25,Panamax,,Indonesia,Berau,INDO 5800 GAR,Miner / Refiner,INDO 5800,BE 5800,BERAU 5800,Jan-25
P17042425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,18782,Stock and Sales,AEL,Parcel B,MV HONOR,Muara Berau Anchorage,Krishnapatnam,042-23-24,Cape,20100,Indonesia,KBB,INDO 3400 GAR,Trader,INDO 3400,KB 3400,KBB 3400,Apr-23
P16092425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,77644,APL,APL,Parcel A,MV CHLOE,BCT and BOA or BOA and MBA,Any Port India,578-23-24,Panamax,15000,Indonesia,Bayan,INDO 4000 GAR,Trader,INDO 4000,TA 4000,TA 4000,Feb-24
P26242425,Completed At DP,00:00.0,00:00.0,,,00:00.0,60000,Stock and Sales,AEL,Parcel A,MV CAPE SARINA,Muara Pantai,Gangavaram,610-24-25,Cape,,Indonesia,Berau,INDO 5000 GAR,Miner / Refiner,INDO 5000,BE 5000,BERAU 5000,Mar-25
P20592425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel B,MV FRONTIER BONANZA,TBCT,Mundra,314-23-24,Cape,20500,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Oct-23
P1112122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60500,Stock and Sales,AEL,Parcel A,MV AMERICA GRAECA,Muara Berau Anchorage,Hazira,344-21-22,Supramax,35500,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,Feb-22
P22192425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,85000,APL,APL,Parcel B,MV CAPTAIN LEONIDAS,TBCT,Mundra,358-24-25,Cape,31500,Indonesia,Melawan Mine ,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Oct-24
P16532425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,75855,SEB,NTPC,Parcel A,MV MAIA,Taboneo Anchorage,Hazira,622-23-24,Panamax,25000,Indonesia,Padangbara,INDO 5000 GAR,Miner / Refiner,INDO 5000,PS 5000,PSM 5000,Mar-24
P27292526,To DP,00:00.0,00:00.0,00:00.0,,00:00.0,45914,Stock and Sales,AEL,Parcel A,MV VELSHEDA,RBCT,Any Port India,084-25-26,Panamax,17500,SA,AS per Remarks,SA 5300 Min,Trader,SA 5300,,,May-25
P8322324,To DP,00:00.0,00:00.0,00:00.0,,00:00.0,165000,Stock and Sales,AEL,Parcel A,MV URJA,RBCT,Gangavaram,001-23-24,Cape,19000,SA,SA Glencore,SA 5200 Min,Miner / Refiner,SA 5200,GI 5200,GIAG 5200,Apr-23
P23622425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,SEB,NTPC,Parcel A,MV MARAN GRACE,TBCT,Dhamra,475-22-23,Cape,,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Mar-23
P13982425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,27500,APL,APL,Parcel B,MV MARIVICTORIA,TBCT,Dahej,076-24-25,Cape,31000,Indonesia,Melawan Mine ,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,May-24
P21972425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,79037,Stock and Sales,AEL,Parcel A,MV EUROPE,RBCT,Paradip,396-24-25,Cape,30000,SA,SA Anglo,SA 5200 Min,Miner / Refiner,SA 5200,AN 5200,ANGLO 5200,Nov-24
P17792425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,76900,APL,UDUPI POWER,Parcel A,MV OASEA,Tarahan,New Mangalore,189-23-24,Panamax,11500,Indonesia,PT BA,INDO 5000 GAR,Trader,INDO 5000,BA 5000,BA 5000,Jul-23
P23272425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,80000,APL,APL,Parcel A,MV MINERAL VOLOS,TBCT,Mundra,430-24-25,Cape,25500,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Nov-24
P5002223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,40309,Stock and Sales,AEL,Parcel A,MV AVAX,Muara Banyuasin,Karaikal,129-22-23,Panamax,34000,Indonesia,MIP Sumatra,INDO  4200 GAR,Miner / Refiner,INDO 4200,MI 4200,MIP 4200,Jun-22
P21582425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,79550,APL,APL,Parcel A,MV ALEXANDRA,Taboneo Anchorage,Mundra,350-24-25,Panamax,17800,Indonesia,BMB,INDO 4200 GAR,Miner / Refiner,INDO 4200,BM 4200,BMB 4200,Oct-24
P13832425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel B,MV STAR ASIA,TBCT,Mundra,033-24-25,Cape,25500,Indonesia,Melawan Mine ,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Apr-24
P20182425,Completed At DP,,,00:00.0,00:00.0,00:00.0,54999,Stock and Sales,ACC,Parcel A,MV APJ JAI,"Jubail, KSA",Mundra,264-23-24,Supramax,14000,Saudi Arabia,AS per Remarks,Saudi Petcoke 8000-8500 NAR,Miner / Refiner,SAUDI 8500,,,Sep-23
P18792425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,77126,APL,APL,Parcel B,MV NBA PEACE,Taboneo Anchorage,Mundra,246-24-25,Cape,25250,Indonesia,Adaro,INDO 4100 GAR,Trader,INDO 4100,AD 4100,ADARO 4100,Aug-24
P2502223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60500,APL,UDUPI POWER,Parcel A,MV LAMPARD,Muara Pantai,New Mangalore,007-22-23,Ultramax,39000,Indonesia,SBE,INDO 5500 GAR,Trader,INDO 5500,SB 5500,SBE 5500,Apr-22
P2082122,Arrived at DP,00:00.0,00:00.0,00:00.0,,00:00.0,67568,Stock and Sales,AEL,Parcel A,MV GOLDEN FENG,RBCT,Gangavaram,356-21-22,Cape,,SA,SA Anglo,SA 4500 Min,Miner / Refiner,SA 4500,AN 4500,ANGLO 4500,Mar-22
P8792324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,58100,TC - Direct Customer,AGE COAL,Parcel A,MV FATEMA JAHAN II,Meulaboh,Thailand,442-22-23,Supramax,12000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Feb-23
P19712425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,30000,Stock and Sales,AEL,Parcel B,MV MOLYVOS LUCK,Muara Pantai,Dharamtar,267-24-25,Geared Panamax,19614,Indonesia,ATM,INDO 3800 GAR,Thru Broker,INDO 3800,AT 3800,ATM 3800,Aug-24
P20572425,Completed At DP,,,00:00.0,00:00.0,00:00.0,49133,Stock and Sales,ACC,Parcel A,MV PUFFIN BULKER,Any Port in USA,Mundra,306-23-24,Supramax,24000,USA,AS per Remarks,USA Petcoke 7200-7600 NAR,Miner / Refiner,USA 7600,,,Sep-23
P11252324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,32300,Stock and Sales,AEL,Parcel B,MV WADI TIBA,Kaliorang Anch,Haldia,289-23-24,Panamax,16500,Indonesia,Indexim,INDO 4200 GAR,Trader,INDO 4200,IN 4200,INDEXIM 4200,Sep-23
P11642324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,73860,APL,APL,Parcel A,MV ARGOLIS,Muara Banyuasin,Mundra,204-23-24,Panamax,12500,Indonesia,TITAN,INDO 4600 GAR,Trader,INDO 4600,TI 4600,TITAN 4600,Aug-23
P0732122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,SEB,NTPC,Parcel A,MV STAR TRIUMPH,Muara Pantai,Mundra + Goa,304-21-22,Cape,15000,Indonesia,Berau,INDO 5100 GAR,Miner / Refiner,INDO 5100,BE 5100,BERAU 5100,Feb-22
P6222223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,77000,APL,APL,Parcel A,MV FALCON CONFIDENCE,Muara Berau Anchorage,Mundra,272-22-23,Cape,20000,Indonesia,Alam Jaya,INDO 4700 GAR,Trader,INDO 4700,AJ 4700,AJ 4700,Sep-22
P7852324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,28831,Stock and Sales,AEL,Parcel B,MV ROYAL HOPE,Abbot Point,Mundra,363-22-23,Panamax,,AUS - CM,BRAVUS - Carmichael,AUS 4500 NAR,Trader,AUS 4500,CC 4500,BRAVUS-CARMICHAEL 4500,Jan-23
P12092324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,55000,Stock and Sales,AEL,Parcel C,MV EPIC,Muara Sangkulirang,Karaikal,321-23-24,Cape,23500,Indonesia,GAM,INDO 3400 GAR,Miner / Refiner,INDO 3400,GA 3400,GAM 3400,Oct-23
P12252324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,35000,Stock and Sales,AEL,Parcel A,MV CK ANGIE,Muara Berau Anchorage,Mundra,428-23-24,Panamax,22000,Indonesia,Singlurus,INDO 4600 GAR,Miner / Refiner,INDO 4600,SI 4600,SINGLURUS 4600,Dec-23
P21572425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,55378,TC - Direct Customer,GANDHAR,Parcel A,MV YASA SPARROW,Meulaboh,Dharamtar,368-24-25,Supramax,18500,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Oct-24
P0322122,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,82500,Stock and Sales,AEL,Parcel C,MV GEORGE ISLAND,Muara Sangkulirang,Mundra,193-21-22,Cape,42500,Indonesia,GAM,INDO 3300 GAR,Miner / Refiner,INDO 3300,GA 3300,GAM 3300,Oct-21
P5692223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,81720,SEB,NTPC,Parcel B,MV TRUE CHARIOT,Tarakan Anch,Dhamra,225-22-23,Cape,21000,Indonesia,MIP,INDO 4800 GAR,Miner / Refiner,INDO 4800,MI 4800,MIP 4800,Aug-22
P27602526,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82238,SEB,MAHA GENCO,Parcel A,MV MARAN DYNASTY,TBCT,Gangavaram,055-25-26,Cape,17500,Indonesia,Melawan Mine,INDO 4500 GAR,Miner / Refiner,INDO 4500,KP 4500,KPC 4500,Apr-25
P4542223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,154519,APL,APL,Parcel A,MV STAR LADY,Bunyu Anchorage,Mundra,208-22-23,Cape,20250,Indonesia,Saka Putra (SPP),INDO 3000 GAR,Miner / Refiner,INDO 3000,SP 3000,SPP 3000,Jul-22
P15142425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,75319,APL,APL,Parcel B,MV NEW YORK,Kaliorang Anch,Mundra,164-24-25,Cape,28500,Indonesia,Indexim,INDO 4200 GAR,Trader,INDO 4200,IN 4200,INDEXIM 4200,Jul-24
